AEM1;AEM2;AEM3;AEM4;AEM5;AEM6;ASM1;ASM2;ASM3;ASM4;ASM5;ASM6;AIC1;AIC2;AIC3;AIC4;AIC5;ADR1;ADR2;ADR3;ADR4;AEV1;AEV2;AEV3;AEV4;ADC1;ADC2;ADC3;PAS7;PAS18;PAS13;PAS20;PAS1;PAS12;PAS8;PAS15;PAS6;PAS14;PAS5;PAS16;PAS17;PAS9;PAS3 ;PAS2;PAS11;AAC1;AAC2;AAC3;ATP1;ATP2;ATP3;AVR1;AVR2;AVR3;AVR4;AVR5;TRU1;TRU2;TRU3;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;CRT7;CRT8;CRT9;CRT10;CRT11;CRT12;CRT13;JSA1;JSA2;JSA3;JSA4;JSA5;MHL1;MHL2;MHL3;MHL4;MHL5;ATI1;ATI2 ;ATI3;ATI4;ATI5;ATI6;ATI7 ;ADC;ADR;AEM;AEV;AIC;ASM;ACL;ANR;AAC_ustd;ALD_ustd;ATP_ustd;AVR_ustd;CRT_ustd;PAS_ustd;TRU_ustd
6;2;5;3;2;2;6;6;6;4;2;3;7;7;6;5;5;6;7;6;6;6;7;6;5;7;6;6;2;5;6;3;3;1;1;4;6;2;5;2;6;7;2;2;3;4;7;3;5;3;2;3;6;5;3;4;5;5;5;5;6;5;5;4;4;6;5;4;3;6;3;3;6;5;5;5;4;7;7;6;6;7;6;3;5;2;6;6;1;1,549;1,4;-1,545;1,148;1,521;-0,085;1,556;0,023;4,832;5,246899662;3,274;4,178;4,526;3,116;5
7;7;7;6;6;6;6;6;7;7;7;7;7;6;7;7;7;6;7;3;7;7;7;7;7;7;7;7;6;6;6;7;7;6;5;7;7;6;7;6;7;7;4;5;7;7;7;7;7;7;7;7;7;7;7;7;6;6;7;7;7;5;6;7;7;7;7;7;6;6;6;6;6;6;7;6;6;7;7;7;6;7;7;6;6;5;6;6;6;2,035;0,881;1,839;1,97;2,177;1,85;1,871;2,354;7;6,657271702;7;7;6,458;6,169;6,315
3;3;4;3;3;3;3;3;3;3;4;4;3;3;3;3;3;4;4;4;4;3;4;2;4;4;2;3;2;2;2;2;2;2;2;2;3;3;4;2;5;4;2;2;4;4;4;4;2;2;4;1;2;1;1;2;4;4;5;3;3;4;4;3;3;3;4;5;3;3;3;3;3;3;3;3;3;4;3;3;2;3;3;2;3;2;4;4;2;-0,923;-0,47;-0,93;-1,073;-0,887;-0,977;-0,945;-1,123;4;3,136414882;2,739;1,392;3,39;2,429;4,315
5;3;3;4;6;4;3;3;2;5;5;5;3;4;3;4;3;3;3;7;5;5;6;3;5;5;4;2;2;3;2;2;4;2;2;3;2;2;5;4;5;3;2;2;4;5;6;5;5;3;4;2;2;2;2;4;5;5;5;4;4;4;4;5;7;3;5;4;4;4;4;4;3;4;4;4;3;5;3;3;3;3;5;3;5;3;5;5;2;-0,421;0,03;0,068;0,174;-0,577;-0,51;-0,082;-0,435;5,377;4,018038331;4,013;2,396;4,281;2,752;5
6;5;6;3;5;4;5;6;6;6;6;6;5;5;5;5;5;7;6;6;6;6;6;4;5;6;6;5;5;6;5;5;4;4;3;4;5;5;5;4;7;6;4;4;5;4;6;5;5;2;4;2;2;2;2;2;4;4;5;5;4;5;5;5;3;6;6;6;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;4;5;6;6;6;3;1,05;1,402;0,107;0,551;0,724;1,131;1,133;0,832;5,056;5,414881623;3,704;2;5,016;4,537;4,315
5;5;4;3;4;4;3;3;4;2;4;4;3;3;4;4;4;4;4;5;4;3;5;2;4;3;2;3;3;3;3;2;3;2;3;3;3;5;5;3;6;5;2;3;3;4;5;4;2;2;4;2;1;2;2;4;4;5;5;4;5;6;4;4;5;5;5;5;5;5;4;5;4;4;4;5;3;6;5;5;3;4;5;3;4;3;6;5;2;-1,179;-0,233;-0,085;-0,845;-0,393;-0,995;-0,866;-0,631;4,377;3,441939121;2,739;2,201;4,758;3,105;4,646
6;6;6;6;3;6;6;6;6;6;6;6;3;4;5;5;4;6;6;6;6;6;7;5;7;7;6;5;4;6;6;5;4;4;3;4;5;5;6;4;7;7;5;4;5;5;7;7;5;5;6;4;4;3;4;5;5;6;6;7;6;7;7;6;6;6;6;6;5;6;6;6;6;5;5;5;6;6;6;6;5;6;5;4;5;5;6;6;2;1,306;1,199;1,035;1,409;0,091;1,269;1,491;0,97;6,356;5,703494927;5,369;3,999;6,146;4,66;5,646
4;2;3;2;2;2;3;3;3;7;2;3;2;2;3;2;3;4;4;3;2;2;4;2;4;4;3;3;1;3;2;2;4;1;2;1;2;2;3;2;5;4;5;2;5;4;5;5;3;3;3;2;2;2;2;2;3;3;3;4;5;4;4;3;3;3;3;3;3;3;3;3;2;1;2;2;1;2;2;2;1;2;2;2;3;2;3;4;1;-0,679;-1,093;-1,776;-1,265;-1,351;-0,835;-1,156;-1,548;4,678;2,78692221;3;2;3,391;2,453;3
5;5;5;4;5;5;5;5;5;5;6;6;5;6;5;5;5;6;6;5;6;6;5;5;5;6;4;3;2;3;2;2;1;2;2;2;5;2;3;1;6;6;1;1;4;5;6;6;4;4;5;2;2;2;2;3;5;5;5;6;6;6;6;6;7;6;7;6;6;6;6;7;5;5;4;5;3;5;4;3;4;3;3;3;5;3;4;5;1;0,077;0,962;0,531;0,507;0,88;0,721;0,582;0,864;5,678;5,099210823;4,369;2,198;6,219;2,206;5
5;4;4;3;3;3;4;4;4;5;5;5;4;4;4;4;4;4;4;4;5;2;5;3;5;4;4;3;3;4;4;4;3;4;3;4;5;5;6;3;6;5;3;3;5;5;5;5;3;3;4;3;3;1;2;4;5;5;5;4;5;5;5;4;5;4;5;5;4;5;5;5;5;4;4;3;3;5;5;4;3;5;5;3;5;3;5;5;2;-0,435;-0,278;-0,7;-0,63;-0,082;0,021;-0,515;-0,273;5;3,841037204;3,369;2,592;4,692;3,971;5
6;6;6;5;5;5;5;5;6;6;6;6;5;5;5;5;2;6;6;6;6;6;6;5;6;7;5;5;5;6;6;6;5;5;4;5;5;5;6;4;7;6;5;5;6;6;6;6;5;5;6;4;5;4;4;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;4;6;6;5;5;5;6;6;6;6;5;6;6;5;6;5;6;6;4;1,062;1,199;0,992;0,958;0,226;1,001;1,222;0,89;6;5,499436302;5,369;4,392;5,839;5,219;5
5;4;4;4;4;3;4;4;6;5;5;4;4;4;4;3;4;4;4;5;5;4;5;4;5;5;4;4;2;2;3;3;2;2;2;3;3;4;5;3;5;5;3;3;4;6;5;5;3;3;5;3;3;2;2;4;4;5;5;5;5;5;5;4;5;4;5;5;5;5;5;5;4;4;4;4;3;5;4;4;3;4;3;3;4;3;4;5;3;0,064;-0,04;-0,278;-0,061;-0,235;0,137;-0,014;-0,133;5,322;4,217587373;3,739;2,791;4,854;2,962;4,646
5;6;5;5;6;4;5;3;4;5;5;5;3;4;5;4;5;5;5;5;3;3;5;2;5;6;6;3;1;4;1;2;1;1;2;2;4;2;4;3;5;5;1;2;2;4;4;5;4;3;6;4;3;3;2;2;4;3;3;6;6;6;7;5;6;4;5;6;4;6;6;6;5;4;3;5;5;3;3;3;2;3;3;3;3;3;5;5;4;0,565;-0,021;0,99;-0,623;0,104;0,029;-0,035;0,408;4,301;4,488162345;4,43;2,795;5,62;2,117;3,354
2;4;4;4;3;2;2;2;1;2;1;2;1;1;2;2;3;3;1;2;1;2;3;1;3;6;2;3;3;2;1;2;2;1;5;1;4;3;6;2;5;5;3;3;6;3;6;6;4;5;6;5;6;5;5;2;3;3;5;6;6;3;2;2;1;5;6;2;2;3;3;4;2;1;1;2;1;1;2;1;1;1;4;3;5;6;5;5;6;-0,411;-2,33;-0,663;-1,901;-1,837;-2,412;-1,757;-2,048;5,035;2,162344983;5,048;4,601;3,477;2,959;3,63
3;2;6;5;5;1;6;5;6;2;2;2;5;6;7;7;7;4;6;5;2;1;6;1;7;5;6;1;6;7;7;6;4;5;3;4;2;6;4;1;6;6;1;7;2;5;4;4;2;5;7;4;1;1;1;1;7;7;7;5;7;7;6;7;5;6;6;6;4;2;5;3;4;1;2;1;1;2;3;5;7;7;6;2;2;2;5;2;1;-0,175;-0,216;-0,704;-0,518;1,867;-0,659;-0,349;0,206;4,322;4,192784667;4,774;1,603;5,291;4,418;7
5;6;4;4;4;6;3;3;2;3;4;5;4;4;4;2;4;4;3;5;4;6;6;5;6;6;5;4;5;5;6;5;4;4;3;4;5;5;6;5;5;5;4;4;4;5;5;6;4;4;3;3;2;2;2;4;5;4;5;4;5;6;6;6;5;6;6;6;6;6;6;6;6;4;5;6;5;6;5;5;5;6;5;4;5;5;6;6;3;0,564;-0,434;0,764;0,958;-0,388;-0,962;0,429;-0,312;5,301;4,391206313;3,631;2,596;5,696;4,59;4,669
4;2;4;2;2;1;4;3;4;6;6;4;4;4;4;4;4;6;5;7;7;5;6;4;4;5;6;5;3;4;2;4;3;2;2;6;6;5;2;2;6;5;2;1;3;4;5;4;3;4;4;5;2;2;2;3;5;5;2;5;6;6;6;7;6;7;6;6;5;5;5;7;5;4;5;6;6;4;4;3;2;2;5;4;6;4;4;5;2;0,794;1,428;-1,97;0,136;-0,082;0,048;0,883;-0,714;4,377;4,454340474;3,678;2,801;5,901;3,16;4,055
5;5;5;4;4;4;5;5;5;6;6;6;5;5;5;5;4;5;5;5;5;6;6;4;6;6;4;4;4;5;5;5;4;4;4;4;5;5;5;4;6;6;4;4;6;6;6;7;3;4;5;4;4;4;4;4;4;5;4;4;5;5;6;5;5;5;6;5;5;5;6;6;5;5;5;5;5;6;5;5;4;5;5;3;5;5;5;6;3;0,32;0,364;0,146;0,774;0,558;0,87;0,558;0,663;6,301;4,979706877;4,048;4;5,233;4,539;4,331
6;4;5;3;4;4;4;7;4;5;4;5;4;4;5;3;4;5;5;6;6;6;5;3;6;5;4;4;4;5;4;4;3;3;5;5;5;6;6;6;7;6;5;4;5;5;6;6;3;4;6;3;4;4;3;4;4;4;5;5;6;6;6;4;4;5;6;5;4;5;5;6;5;4;6;5;6;6;5;4;2;3;3;3;3;3;5;5;2;0,064;0,794;-0,315;0,361;-0,06;0,256;0,458;-0,023;5,678;4,560315671;4,417;3,591;5,16;4,646;4,315
5;3;6;2;3;1;3;4;3;1;2;3;2;3;4;2;2;2;4;5;2;4;7;1;6;6;4;2;2;2;5;6;3;1;1;2;7;5;7;4;7;7;2;6;7;6;6;4;2;1;4;2;2;1;3;4;3;3;2;5;5;5;5;4;4;5;4;3;2;2;3;5;5;5;4;6;6;7;5;7;3;4;4;1;3;2;5;5;1;-0,165;-1,025;-1,548;0,064;-1,186;-1,6;-0,416;-1,741;5,399;3,133032694;2,43;2,405;3,969;4,044;2,685
1;1;4;6;5;6;3;4;6;3;5;4;2;3;2;1;6;4;4;3;2;1;2;3;4;5;6;7;1;1;1;1;1;1;7;1;1;1;1;6;7;1;6;1;3;4;4;4;2;2;2;7;7;7;7;7;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;1;6;1;1;1;1;1;7;2;5;4;3;2;7;1,279;-1,093;0,265;-1,729;-1,024;-0,299;-0,588;-0,45;4;3,704622322;2;7;4;2,054;1
3;7;3;2;3;6;6;5;4;5;7;5;5;5;4;5;4;4;6;6;5;6;5;6;3;2;3;5;6;7;7;6;7;5;4;6;6;7;6;6;5;4;6;4;4;6;4;4;3;4;3;5;2;4;5;4;5;3;5;3;4;6;4;4;4;6;5;5;4;4;3;4;3;4;3;3;3;5;4;3;2;5;5;5;6;3;6;5;6;-0,706;0,599;0,342;0,246;0,383;0,735;0,047;0,603;4,644;4,639233371;3,309;4,021;4,282;5,782;4,338
5;4;4;2;3;3;3;3;5;5;5;6;4;4;4;5;5;5;6;6;4;4;5;4;6;4;4;5;4;2;2;5;3;4;2;3;2;5;6;3;5;6;1;2;3;4;4;4;2;3;5;4;3;2;3;4;4;4;4;5;6;7;6;5;5;6;6;6;4;5;5;5;4;5;6;6;6;6;5;5;4;5;5;3;5;5;5;6;3;0,05;0,61;-0,931;0,161;0,237;0,031;0,307;-0,223;4;4,364148816;3,417;3,2;5,448;3,211;4
6;6;6;6;5;4;4;5;6;6;6;6;6;6;6;5;6;4;5;4;3;3;6;3;5;5;4;4;5;6;5;4;4;4;6;4;5;5;5;6;6;5;4;5;4;6;6;4;3;4;4;3;3;2;3;3;5;4;5;4;5;5;4;4;5;5;6;5;4;4;5;5;5;4;6;5;4;6;6;5;4;5;3;6;6;5;5;5;4;0,064;-0,462;1,03;-0,21;1,376;0,863;-0,228;1,304;5,399;4,839909808;3,678;2,801;4,681;4,76;4,669
5;3;6;6;6;6;5;4;3;5;6;5;2;3;4;2;2;3;4;4;3;5;4;3;5;3;4;2;2;3;4;3;3;1;4;3;2;2;4;5;6;4;2;3;3;3;4;4;3;4;5;2;2;2;1;3;5;5;4;3;4;5;4;4;5;4;3;4;4;4;5;5;5;5;6;7;7;6;5;5;3;4;3;5;4;2;3;3;5;-0,933;-0,866;0,917;-0,282;-1,186;0,182;-0,786;-0,069;3,678;3,784667418;4,048;1,989;4,138;2,892;4,685
6;6;6;6;6;5;6;6;6;5;5;6;5;5;5;6;6;5;6;6;5;5;6;5;5;6;5;5;6;6;6;6;6;5;5;5;6;6;6;4;7;7;5;4;7;6;6;6;5;5;6;5;5;5;5;6;5;5;5;5;6;6;6;5;6;6;6;6;6;6;6;6;5;4;5;4;4;6;6;5;3;5;6;5;6;5;6;6;3;0,806;0,803;1,414;0,543;1,042;0,966;0,816;1,353;6;5,496054115;5,369;5,198;5,844;5,553;5
5;6;4;3;2;3;5;6;6;6;6;5;6;4;2;3;4;5;2;6;6;6;6;5;6;2;2;3;2;2;4;2;2;2;2;4;2;2;3;2;5;5;2;2;3;6;6;4;3;6;6;2;2;3;3;5;4;4;4;5;5;5;5;5;6;6;6;6;5;5;5;6;6;5;5;6;1;1;5;1;1;7;6;6;6;6;6;6;6;-1,435;0,191;-0,43;0,958;-0,274;0,985;-0,105;0,175;5,399;4,32356257;5,035;3;5,37;2,414;4
2;4;2;2;5;5;3;2;2;3;2;2;2;2;7;2;1;2;2;3;3;2;3;2;4;4;1;3;1;3;2;2;2;2;2;5;6;4;5;5;4;4;3;3;4;3;4;4;2;4;5;2;3;3;2;4;3;3;3;6;6;6;5;6;6;4;5;5;5;6;6;4;2;2;2;3;5;5;3;3;2;4;4;4;6;3;6;5;2;-1,167;-1,71;-0,161;-1,493;-0,985;-1,839;-1,659;-1,272;3,678;2,627959414;3,726;2,789;5,388;3,269;3
5;5;5;6;6;2;6;7;2;3;7;6;3;3;4;7;6;6;7;6;5;2;2;4;5;6;7;3;5;2;3;5;5;7;5;5;6;7;6;6;5;7;5;7;5;6;7;7;3;4;2;5;6;5;4;5;4;2;3;7;7;6;3;5;7;7;7;6;7;7;7;6;5;3;6;2;6;4;3;4;5;5;6;5;6;7;6;3;2;0,81;1,208;0,603;-1,13;0,398;0,581;0,314;0,633;6,678;4,816234498;2,94;4,986;6,304;5,329;3,024
7;1;3;5;4;5;7;7;7;6;7;6;6;6;6;7;6;7;7;7;7;7;7;2;4;7;7;1;6;6;7;5;7;7;1;6;7;5;7;4;7;4;1;3;7;2;4;7;6;6;5;4;5;5;5;5;6;6;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;5;6;7;7;7;7;6;0,581;2,034;-0,35;0,379;1,682;1,823;1,119;1,362;4,258;5,6843292;5,631;4,799;7;5,352;5,685
3;6;3;5;6;1;5;1;2;2;2;2;1;1;2;1;1;3;1;2;2;1;1;1;3;4;1;1;1;1;1;1;1;1;3;1;2;4;6;2;6;5;1;2;1;1;4;4;2;2;5;1;1;1;1;1;3;3;3;2;2;4;1;2;1;3;4;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;5;2;2;1;4;2;1;-1,652;-2,137;0,409;-2,549;-2,322;-1,842;-2,413;-1,607;3,035;1,996617813;3,108;1;1,823;1,907;3
5;3;4;7;6;2;3;3;3;5;6;5;7;4;3;2;3;5;4;3;7;6;6;5;7;7;5;5;2;3;2;2;3;2;3;3;1;2;4;2;5;2;2;2;6;6;6;7;4;4;5;2;2;3;2;4;3;5;3;5;6;7;6;5;7;5;6;7;6;6;6;5;5;4;5;6;6;7;7;7;6;7;6;3;6;5;6;6;3;1,062;0,074;0,373;1,181;-0,264;-0,224;0,894;-0,073;6,301;4,797068771;4,369;2,594;5,917;2,643;3,662
5;6;4;5;4;4;4;5;5;4;4;5;3;4;3;3;2;4;4;5;3;3;5;3;5;5;3;2;2;2;2;2;2;3;2;3;4;3;4;5;6;5;2;2;4;5;6;4;4;3;4;2;2;2;2;4;3;4;3;5;4;5;5;5;5;5;6;5;4;4;5;5;5;3;4;5;5;5;4;5;4;5;3;3;5;3;5;5;2;-0,665;-0,426;0,607;-0,438;-0,896;-0,021;-0,582;-0,153;5,077;3,863585118;3,691;2,396;4,834;2,793;3,331
4;1;4;6;4;6;4;5;5;5;6;4;4;3;3;5;5;5;6;6;4;5;3;3;6;3;5;4;4;3;2;4;4;3;4;2;5;5;5;2;7;5;2;3;6;5;6;6;2;2;5;2;3;4;3;3;5;6;5;5;5;5;4;4;5;6;6;5;4;4;5;6;5;6;6;5;3;5;4;5;3;5;4;3;5;3;5;5;2;-0,204;0,61;0,074;-0,287;-0,094;0,29;0,035;0,118;5,678;4,378804961;3,108;2,998;4,906;3,659;5,331
5;6;6;4;6;5;6;3;4;2;4;4;3;4;4;4;4;4;3;4;4;4;6;6;6;5;5;4;2;6;5;2;1;3;4;6;5;4;5;3;7;6;4;4;5;6;5;6;4;4;7;5;2;2;4;4;5;5;4;6;5;5;5;6;7;6;7;6;4;5;4;4;5;5;4;6;7;6;6;5;5;6;5;4;5;4;6;7;5;0,308;-0,672;0,953;0,758;-0,236;-0,58;0,166;-0,013;5,623;4,388951522;5,108;3,415;5,351;3,932;4,685
5;6;4;4;3;4;3;4;4;5;5;4;4;4;4;3;2;2;3;6;5;4;4;2;6;5;4;4;1;2;2;1;2;1;1;4;2;1;2;3;4;3;2;1;3;3;5;4;3;3;4;1;1;2;1;4;5;6;5;4;3;4;3;5;7;6;6;5;4;4;4;3;2;2;5;3;5;1;6;6;2;3;6;5;6;5;6;6;3;0,064;-0,411;0,185;-0,436;-0,566;-0,264;-0,297;-0,279;4,056;3,969560316;3,369;1,792;4,411;1,859;5,331
5;4;5;3;5;4;6;5;6;5;5;4;4;5;5;5;4;4;5;3;5;6;6;5;5;5;4;6;4;4;4;5;3;4;5;4;5;4;5;3;6;4;6;5;6;6;6;4;5;4;4;5;4;4;4;5;4;5;5;4;4;6;5;5;5;5;5;4;5;5;6;5;3;4;3;5;5;4;5;4;3;5;3;3;5;4;6;6;2;0,549;-0,314;-0,124;0,735;0,403;0,543;0,381;0,359;5,399;4,713641488;4,322;4,399;4,911;4,471;4,646
2;3;4;2;6;7;6;5;3;2;3;2;4;4;2;3;2;4;3;6;6;3;7;1;5;6;7;2;7;6;6;5;5;4;1;7;7;5;5;3;4;5;6;7;4;7;4;2;1;2;1;1;2;2;5;6;6;5;6;4;5;5;7;7;5;4;6;7;6;4;6;1;5;6;5;7;7;7;7;7;5;3;6;6;7;7;7;6;4;0,567;0,189;0,188;-0,351;-0,915;-0,899;0,15;-0,701;4,364;4,019165727;1,309;3,215;5,178;5,249;5,669
5;2;4;2;3;2;3;4;3;2;4;4;4;3;4;4;3;3;3;3;3;2;6;3;6;2;1;2;2;2;4;2;2;2;3;2;1;2;3;2;6;4;2;3;5;4;3;4;1;1;4;2;2;1;2;1;3;3;5;3;3;4;3;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;3;2;2;3;2;2;2;2;3;3;2;-1,921;-1,305;-1,585;-0,179;-0,404;-0,996;-1,285;-1,171;3,623;2,906426156;2,108;1,604;2,225;2,482;3,63
6;3;7;2;2;1;6;5;4;7;7;6;2;2;3;5;6;6;6;7;7;7;6;7;5;7;7;7;4;6;7;7;4;6;7;7;6;7;6;5;3;5;5;6;7;7;7;5;7;7;7;7;7;5;7;5;7;6;2;4;5;3;6;4;6;3;3;6;7;7;7;7;6;7;5;5;2;3;2;3;4;4;7;6;7;7;4;6;3;2,035;1,629;-1,74;1,296;-0,395;1,18;1,884;-0,254;6,399;5,29988726;7;6,207;5,271;6,015;5,095
6;5;5;4;3;3;4;5;5;4;3;4;4;6;4;4;5;5;5;5;3;4;5;4;6;6;4;4;5;5;5;4;4;3;3;5;6;5;5;4;7;6;3;4;4;6;6;7;4;3;4;2;3;2;3;4;5;5;5;6;6;7;6;5;5;6;6;6;5;5;5;6;5;4;5;4;4;6;5;3;4;5;6;3;5;4;5;6;2;0,32;-0,021;-0,239;0,161;0,398;-0,322;0,177;-0,068;6,301;4,366403608;3,691;2,798;5,687;4,346;5
6;6;5;5;5;5;5;5;5;6;5;5;5;5;5;4;5;6;6;5;5;5;6;4;6;6;5;4;4;5;5;4;4;4;3;4;5;5;5;3;7;6;3;4;5;5;6;6;4;4;6;3;3;3;3;4;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;4;6;5;4;6;5;3;5;3;6;6;3;0,564;0,769;0,992;0,581;0,57;0,569;0,726;0,836;5,678;5,171364149;4,739;3,198;5,921;4,233;5
4;3;5;2;3;5;3;5;6;6;4;5;4;4;4;5;4;3;5;3;3;6;5;4;6;4;6;5;2;3;4;5;5;6;5;6;6;4;5;5;7;7;6;5;5;3;4;3;1;1;3;5;6;6;4;6;2;3;4;5;5;5;5;6;5;4;5;2;4;5;5;5;6;6;6;6;5;5;6;5;6;5;3;2;2;7;3;4;2;0,538;-0,903;-0,774;0,546;0,072;0,27;0,086;-0,127;3,377;4,280721533;1,739;5,382;4,68;4,804;2,961
5;6;5;4;4;5;4;4;4;4;4;4;3;4;4;3;4;4;4;5;4;4;5;2;5;5;5;3;4;6;6;4;3;4;4;5;5;6;6;4;6;6;4;5;5;4;5;6;3;3;5;4;3;4;2;4;5;5;5;5;5;5;5;5;6;6;6;5;5;5;5;5;4;3;4;4;4;5;5;5;4;4;5;3;4;3;5;5;3;0,065;-0,233;0,57;-0,43;-0,389;-0,429;-0,229;-0,144;4,979;4,081172492;3,739;3,389;5,212;4,75;5
1;1;3;6;5;1;6;1;7;7;5;5;2;4;5;3;7;4;1;5;6;7;7;2;6;5;7;4;7;3;5;7;7;5;4;7;2;4;1;1;4;2;6;1;7;7;2;5;6;7;5;7;7;5;7;7;6;7;7;2;5;1;6;5;7;2;4;7;6;5;7;7;7;7;7;7;1;6;7;6;7;7;6;1;7;7;6;7;1;0,796;-0,451;-0,703;0,825;0,128;0,6;0,46;0,068;4,511;4,608793687;5,94;6,603;4,959;4,514;6,646
5;5;6;7;6;7;4;1;3;6;5;1;4;3;2;1;3;4;1;2;5;2;5;1;4;1;1;1;2;6;6;7;5;1;2;1;7;2;3;2;7;4;4;4;7;6;7;6;6;6;5;1;1;1;2;1;2;1;2;7;7;7;7;5;5;5;7;7;5;5;2;5;2;3;6;1;1;1;1;1;1;3;7;6;7;6;6;7;4;-2,419;-1,356;1,802;-1,222;-1,213;-0,936;-1,902;-0,262;6,377;3,010146561;5,631;1,208;5,697;3,881;1,669
6;6;5;5;6;5;5;4;5;6;6;5;4;5;4;5;5;6;6;6;6;5;7;4;7;7;6;5;5;5;4;4;5;6;2;5;5;6;6;4;7;7;4;4;6;4;5;6;6;4;6;4;4;4;4;5;5;3;3;5;5;6;6;5;6;6;6;6;6;6;6;6;5;3;5;4;5;5;5;4;5;5;6;5;7;6;7;6;4;1,306;1,199;1,184;1,032;0,394;0,594;1,344;0,845;4,979;5,549041714;5,382;4,198;5,763;4,803;3,709
5;4;4;4;4;4;4;5;5;5;5;5;4;4;4;4;4;5;5;5;4;4;5;4;5;4;4;4;4;5;4;4;4;4;3;3;4;5;5;4;6;5;3;4;4;5;5;5;3;4;5;3;3;2;2;4;4;5;5;4;5;5;5;3;5;5;5;5;4;5;6;4;4;4;4;4;5;5;5;4;3;4;5;3;5;3;5;5;2;-0,192;0,172;-0,084;-0,061;-0,082;0,282;-0,034;0,063;5;4,30777903;4,048;2,791;4,688;4,017;4,646
2;2;4;1;1;1;3;3;4;3;3;4;4;2;2;1;3;3;6;4;2;1;2;2;4;2;5;2;4;6;5;3;2;4;5;5;4;5;2;3;6;6;7;2;4;2;2;4;2;3;2;3;5;4;2;3;3;4;3;2;2;3;2;3;3;2;3;4;5;4;4;3;2;2;2;3;5;5;5;4;2;3;5;5;6;5;6;7;5;-0,945;-0,657;-2,392;-1,913;-1,37;-1;-1,35;-1,849;2,601;2,511837655;2,309;3,379;3,1;4,004;3,331
5;6;4;4;6;4;4;4;3;4;6;5;4;4;4;4;5;5;5;5;4;6;6;4;5;4;2;4;5;5;6;5;5;6;5;6;6;6;6;3;7;6;5;5;5;4;5;6;5;5;5;6;5;6;4;5;6;5;6;5;5;5;5;5;5;6;6;5;5;5;5;5;4;5;5;3;5;5;5;5;3;4;5;4;4;3;5;4;4;-0,68;0,172;0,759;0,551;0,084;-0,105;0,018;0,258;4,979;4,440811725;5;5,191;5,146;5,313;5,669
3;2;6;2;3;1;2;1;2;3;3;4;2;2;2;3;2;3;3;5;4;4;5;3;4;4;2;2;1;2;2;2;1;1;2;3;4;2;4;2;4;4;1;2;3;3;4;5;2;1;4;2;2;1;1;1;3;3;3;3;4;5;5;4;5;3;5;5;3;3;4;5;3;2;2;3;1;3;3;2;2;2;2;2;2;2;4;5;2;-1,165;-0,638;-1,779;-0,469;-1,539;-1,66;-0,864;-1,991;3,979;2,73167982;2,43;1,395;4,14;2,149;3
5;6;5;4;6;5;4;1;3;5;6;4;5;5;4;4;4;5;5;6;5;4;6;5;6;6;4;3;5;6;6;6;5;5;3;6;7;5;7;5;7;7;5;4;7;6;6;7;5;4;3;2;4;3;2;6;4;5;5;6;6;6;6;7;6;5;6;6;5;6;6;5;5;4;5;5;4;5;4;3;3;5;6;5;6;6;6;6;3;0,077;0,602;0,953;0,574;0,23;-0,492;0,475;0,213;6,301;4,693348365;3,952;3,378;5,848;5,48;4,646
6;5;6;4;6;5;5;5;5;5;5;6;5;5;5;5;5;5;5;6;5;5;6;5;6;6;5;5;5;5;6;5;5;4;3;5;5;5;5;4;6;6;4;4;6;6;6;6;4;5;5;4;4;4;4;5;5;5;5;6;6;6;6;5;6;6;6;6;5;5;6;5;6;6;6;6;6;6;5;6;6;6;6;5;6;5;6;6;3;0,806;0,602;0,722;0,766;0,724;0,567;0,829;0,801;6;5,215332582;4,678;4,198;5,684;4,754;5
7;7;4;5;7;7;7;5;6;4;7;6;5;6;4;2;4;7;7;5;7;4;7;6;5;6;7;3;3;5;4;4;6;5;5;1;5;1;6;6;7;7;5;7;5;6;7;3;3;1;5;1;2;5;2;1;3;6;6;6;6;5;5;7;6;6;5;7;4;6;4;6;6;5;6;7;7;6;7;2;1;3;6;5;6;4;7;7;3;0,81;1,559;1,993;0,763;0,081;1,133;1,182;1,247;5,475;5,661781285;3,121;2,197;5,604;4,489;4,937
5;5;5;4;4;4;4;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;6;4;6;6;4;4;4;5;5;4;4;4;3;4;5;5;5;4;6;6;4;4;5;5;6;6;4;3;5;3;3;3;3;4;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;4;5;5;5;5;5;5;4;5;5;3;5;3;5;5;3;0,32;0,364;0,146;0,581;-0,082;0,282;0,483;0,145;5,678;4,662908681;4,06;3,198;5,077;4,342;5
